R_Priority,FP,Complexity,Time,Cost,Class
62,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
165,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
131,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515,1
71,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
38,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
87,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
153,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
151,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
56,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
151,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
114,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
69,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515,1
94,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
51,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
156,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
226,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
139,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
113,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
75,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032,2
95,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
148,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968,0
62,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
164,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
124,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515,1
172,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
125,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
131,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
219,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968,0
180,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
98,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
196,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
130,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968,0
64,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
101,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
15,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515,1
132,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
105,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
90,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
100,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968,0
172,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
101,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515,1
87,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
89,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
120,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
178,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
18,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
154,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
80,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
188,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
112,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
143,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
106,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
146,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
160,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
147,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
109,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
123,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
